0.267141, 0.065779, -0.029708, 0.000000
0.265918, 0.064316, -0.029805, 0.000000
0.266782, 0.067895, -0.031703, 0.000000
0.264692, 0.071322, -0.031919, 0.000000
0.274691, 0.074040, -0.033025, 0.000000
0.270105, 0.074252, -0.033751, 0.000000
0.271313, 0.071665, -0.033515, 0.000000
0.271676, 0.073759, -0.031792, 0.000000
0.274453, 0.070293, -0.032297, 0.000000
0.268460, 0.062916, -0.030216, 0.000000
0.267043, 0.061965, -0.027196, 0.000000
0.270013, 0.058900, -0.027513, 0.000000
0.260382, 0.057709, -0.025524, 0.000000
0.261063, 0.064672, -0.029272, 0.000000
0.259706, 0.062954, -0.026821, 0.000000
0.254932, 0.058693, -0.025263, 0.000000
0.254435, 0.056601, -0.024125, 0.000000
0.257671, 0.061149, -0.028056, 0.000000
0.257578, 0.059524, -0.025793, 0.000000
0.254908, 0.054206, -0.025804, 0.000000
0.255436, 0.056973, -0.025391, 0.000000
0.252379, 0.054913, -0.023815, 0.000000
0.254745, 0.060295, -0.024898, 0.000000
0.254660, 0.059553, -0.023999, 0.000000
0.255904, 0.059751, -0.024160, 0.000000
0.261631, 0.062962, -0.027354, 0.000000
0.255631, 0.059980, -0.026192, 0.000000
0.253195, 0.056359, -0.022915, 0.000000
0.255274, 0.058430, -0.024875, 0.000000
0.260240, 0.060963, -0.026439, 0.000000
0.262880, 0.060275, -0.028582, 0.000000
0.254789, 0.061469, -0.026413, 0.000000
0.258834, 0.060771, -0.026974, 0.000000
0.258965, 0.055705, -0.025885, 0.000000
0.261910, 0.059603, -0.026127, 0.000000
0.269473, 0.062563, -0.029759, 0.000000
0.269719, 0.061509, -0.029707, 0.000000
0.265192, 0.059805, -0.027159, 0.000000
0.264302, 0.056750, -0.025655, 0.000000
0.265705, 0.059633, -0.028591, 0.000000
0.265197, 0.057306, -0.024988, 0.000000
0.267189, 0.058636, -0.026302, 0.000000
0.276228, 0.067442, -0.031184, 0.000000
0.273446, 0.072997, -0.034912, 0.000000
0.269538, 0.065621, -0.031348, 0.000000
0.265776, 0.066139, -0.029313, 0.000000
0.267809, 0.065412, -0.029504, 0.000000
0.262744, 0.063609, -0.027355, 0.000000
0.260393, 0.065095, -0.028558, 0.000000
0.258683, 0.063926, -0.026635, 0.000000
0.264467, 0.066895, -0.028906, 0.000000
0.270893, 0.067417, -0.029214, 0.000000
0.268528, 0.065439, -0.030690, 0.000000
0.269011, 0.065784, -0.028697, 0.000000
0.267553, 0.064533, -0.028358, 0.000000
0.266507, 0.069127, -0.031073, 0.000000
0.268539, 0.067363, -0.030556, 0.000000
0.262802, 0.063116, -0.027655, 0.000000
0.262879, 0.066136, -0.030305, 0.000000
0.269313, 0.065050, -0.029121, 0.000000
0.268959, 0.065552, -0.030304, 0.000000
0.262359, 0.061798, -0.029645, 0.000000
0.262004, 0.057202, -0.027416, 0.000000
0.260340, 0.058164, -0.026885, 0.000000
0.262551, 0.059594, -0.028097, 0.000000
0.258849, 0.059119, -0.026690, 0.000000
0.260254, 0.059695, -0.026821, 0.000000
0.267503, 0.063902, -0.030217, 0.000000
0.264060, 0.061606, -0.027648, 0.000000
0.263980, 0.059816, -0.026068, 0.000000
0.264991, 0.059980, -0.026621, 0.000000
0.261751, 0.057843, -0.024931, 0.000000
0.262636, 0.061346, -0.027676, 0.000000
0.265816, 0.061196, -0.027700, 0.000000
0.270651, 0.061750, -0.028957, 0.000000
0.264332, 0.060078, -0.027030, 0.000000
0.263550, 0.061962, -0.025019, 0.000000
0.262118, 0.060148, -0.024679, 0.000000
0.256942, 0.059382, -0.026406, 0.000000
0.249549, 0.057282, -0.023931, 0.000000
0.258013, 0.055690, -0.026577, 0.000000
0.254061, 0.054018, -0.023738, 0.000000
0.250616, 0.048986, -0.021414, 0.000000
0.250712, 0.050357, -0.021606, 0.000000
0.250752, 0.052256, -0.022092, 0.000000
0.255734, 0.052170, -0.024408, 0.000000
0.262458, 0.059449, -0.025651, 0.000000
0.264356, 0.062115, -0.027841, 0.000000
0.267896, 0.067786, -0.032229, 0.000000
0.269335, 0.064972, -0.031404, 0.000000
0.270654, 0.063635, -0.029973, 0.000000
0.276305, 0.064998, -0.029806, 0.000000
0.269188, 0.060641, -0.029135, 0.000000
0.264606, 0.055799, -0.026165, 0.000000
0.264319, 0.060403, -0.027241, 0.000000
0.267151, 0.058957, -0.024866, 0.000000
0.260183, 0.057162, -0.026761, 0.000000
0.266216, 0.061674, -0.028798, 0.000000
0.268348, 0.062225, -0.030103, 0.000000
0.262485, 0.062645, -0.026740, 0.000000
0.257687, 0.062039, -0.026175, 0.000000
0.258869, 0.061890, -0.026994, 0.000000
0.256319, 0.064291, -0.026498, 0.000000
0.267301, 0.066742, -0.029345, 0.000000
0.268416, 0.064132, -0.028629, 0.000000
0.273894, 0.066843, -0.031693, 0.000000
0.268779, 0.069374, -0.032165, 0.000000
0.262367, 0.066357, -0.030703, 0.000000
0.262367, 0.066581, -0.029785, 0.000000
0.262326, 0.062911, -0.028577, 0.000000
0.262800, 0.058343, -0.028653, 0.000000
0.262959, 0.054028, -0.025251, 0.000000
0.259972, 0.056717, -0.025366, 0.000000
0.257073, 0.058469, -0.024643, 0.000000
0.262169, 0.058471, -0.025655, 0.000000
0.260885, 0.059362, -0.025445, 0.000000
0.258500, 0.063829, -0.025298, 0.000000
0.255206, 0.060816, -0.024275, 0.000000
0.257998, 0.064313, -0.027986, 0.000000
0.259147, 0.066553, -0.028797, 0.000000
0.251957, 0.056136, -0.025633, 0.000000
0.255623, 0.059906, -0.026656, 0.000000
0.257824, 0.062692, -0.026811, 0.000000
0.256385, 0.065083, -0.026715, 0.000000
0.257326, 0.066282, -0.029064, 0.000000
0.263927, 0.072663, -0.032518, 0.000000
0.268394, 0.072726, -0.033984, 0.000000
0.265674, 0.064437, -0.029515, 0.000000
0.269627, 0.065389, -0.029814, 0.000000
0.269488, 0.068675, -0.031669, 0.000000
0.273880, 0.072206, -0.031215, 0.000000
0.267489, 0.069751, -0.031683, 0.000000
0.269732, 0.067692, -0.032172, 0.000000
0.270096, 0.066595, -0.031328, 0.000000
0.270791, 0.068898, -0.032828, 0.000000
0.278785, 0.073648, -0.034211, 0.000000
0.278402, 0.071780, -0.033585, 0.000000
0.278618, 0.072511, -0.035422, 0.000000
0.278172, 0.072168, -0.034759, 0.000000
0.272190, 0.070493, -0.032138, 0.000000
0.269012, 0.069010, -0.031425, 0.000000
0.263096, 0.070017, -0.030316, 0.000000
0.269412, 0.072517, -0.033788, 0.000000
0.268428, 0.071613, -0.032489, 0.000000
0.272455, 0.072104, -0.032051, 0.000000
0.265854, 0.069529, -0.032899, 0.000000
0.261758, 0.065944, -0.028930, 0.000000
0.262633, 0.065638, -0.029037, 0.000000
0.264431, 0.065591, -0.028412, 0.000000
0.263561, 0.066105, -0.029682, 0.000000
0.260183, 0.066679, -0.029220, 0.000000
0.262205, 0.061642, -0.027985, 0.000000
0.264661, 0.060191, -0.027858, 0.000000
0.265481, 0.067143, -0.029474, 0.000000
0.264028, 0.062209, -0.029314, 0.000000
0.261167, 0.062823, -0.028859, 0.000000
0.253148, 0.060344, -0.025733, 0.000000
0.247195, 0.058599, -0.024251, 0.000000
0.250140, 0.058704, -0.025048, 0.000000
0.253277, 0.049674, -0.022109, 0.000000
0.251323, 0.051661, -0.021852, 0.000000
0.258979, 0.054890, -0.025237, 0.000000
0.263436, 0.056562, -0.026308, 0.000000
0.257951, 0.062425, -0.027122, 0.000000
0.264627, 0.068059, -0.030234, 0.000000
0.260647, 0.066180, -0.028155, 0.000000
0.260902, 0.070686, -0.031195, 0.000000
0.265812, 0.072344, -0.033813, 0.000000
0.271306, 0.076969, -0.034634, 0.000000
0.269179, 0.070712, -0.032444, 0.000000
0.309214, 0.075524, -0.034113, 0.000000
0.299129, 0.073241, -0.038745, 0.000000
0.332170, 0.070769, -0.035281, 0.000000
0.345465, 0.065078, -0.037326, 0.000000
0.348571, 0.063319, -0.043758, 0.000000
0.349078, 0.057642, -0.039025, 0.000000
0.349051, 0.058528, -0.041325, 0.000000
0.326178, 0.061264, -0.045747, 0.000000
0.346281, 0.059507, -0.045893, 0.000000
0.377916, 0.069662, -0.052205, 0.000000
0.401217, 0.085061, -0.064507, 0.000000
0.415599, 0.093765, -0.066045, 0.000000
0.381865, 0.099031, -0.065189, 0.000000
0.360892, 0.104348, -0.061719, 0.000000
0.341097, 0.102867, -0.057990, 0.000000
0.324346, 0.101047, -0.052771, 0.000000
0.309957, 0.094999, -0.045000, 0.000000
0.296955, 0.087117, -0.043736, 0.000000
0.282397, 0.078489, -0.038741, 0.000000
0.277230, 0.072214, -0.036008, 0.000000
0.271419, 0.068372, -0.031722, 0.000000
0.274399, 0.066108, -0.030586, 0.000000
0.273553, 0.065484, -0.030174, 0.000000
0.274392, 0.067019, -0.030795, 0.000000
0.264524, 0.058640, -0.026755, 0.000000
0.252555, 0.053710, -0.022217, 0.000000
0.247405, 0.052973, -0.024251, 0.000000
0.249295, 0.047226, -0.019798, 0.000000
0.253371, 0.044309, -0.020206, 0.000000
0.250017, 0.039512, -0.018063, 0.000000
0.251039, 0.037965, -0.017162, 0.000000
0.247791, 0.033200, -0.016657, 0.000000
0.253926, 0.033402, -0.017192, 0.000000
0.250445, 0.031905, -0.015326, 0.000000
0.246310, 0.032656, -0.016049, 0.000000
0.247231, 0.031253, -0.016712, 0.000000
0.246137, 0.027988, -0.015847, 0.000000
0.247753, 0.033538, -0.016081, 0.000000
0.237411, 0.029385, -0.014052, 0.000000
0.242126, 0.028094, -0.014129, 0.000000
0.240097, 0.031493, -0.014352, 0.000000
0.242566, 0.030274, -0.014208, 0.000000
0.242293, 0.029864, -0.016251, 0.000000
0.247601, 0.035239, -0.016325, 0.000000
0.255511, 0.046151, -0.022876, 0.000000
0.259073, 0.060978, -0.027385, 0.000000
0.260454, 0.072425, -0.031425, 0.000000
0.260514, 0.067211, -0.030359, 0.000000
0.258024, 0.064236, -0.028066, 0.000000
0.262706, 0.067841, -0.028707, 0.000000
0.258373, 0.060860, -0.026986, 0.000000
0.259423, 0.058167, -0.025118, 0.000000
0.259875, 0.053532, -0.026742, 0.000000
0.263567, 0.051026, -0.023633, 0.000000
0.260112, 0.054246, -0.024128, 0.000000
0.261533, 0.053994, -0.026407, 0.000000
0.261294, 0.056105, -0.026236, 0.000000
0.259996, 0.052653, -0.022538, 0.000000
0.248098, 0.041882, -0.019256, 0.000000
0.250943, 0.043900, -0.019318, 0.000000
0.243730, 0.039897, -0.016361, 0.000000
0.240577, 0.031676, -0.013936, 0.000000
0.241024, 0.031609, -0.013199, 0.000000
0.237356, 0.026139, -0.010244, 0.000000
0.236744, 0.027617, -0.012070, 0.000000
0.238306, 0.026327, -0.011274, 0.000000
0.240811, 0.028411, -0.011966, 0.000000
0.240145, 0.027703, -0.012733, 0.000000
0.239393, 0.028193, -0.009601, 0.000000
0.244355, 0.031206, -0.012302, 0.000000
0.250775, 0.032413, -0.014649, 0.000000
0.251691, 0.034968, -0.015749, 0.000000
0.248556, 0.036224, -0.017126, 0.000000
0.241896, 0.033702, -0.015270, 0.000000
0.236547, 0.031912, -0.013828, 0.000000
0.241927, 0.033543, -0.013550, 0.000000
0.236925, 0.031118, -0.013639, 0.000000
0.238210, 0.034242, -0.013807, 0.000000
0.238486, 0.037425, -0.015076, 0.000000
0.235709, 0.030351, -0.012373, 0.000000
0.237255, 0.026682, -0.011421, 0.000000
0.239193, 0.024975, -0.008873, 0.000000
0.241153, 0.028281, -0.013123, 0.000000
0.240589, 0.027427, -0.012667, 0.000000
0.233427, 0.027444, -0.010957, 0.000000
0.230533, 0.023668, -0.009302, 0.000000
0.230133, 0.022192, -0.007423, 0.000000
0.228679, 0.024610, -0.008140, 0.000000
0.234594, 0.019192, -0.005983, 0.000000
0.226687, 0.016309, -0.005651, 0.000000
0.226035, 0.019918, -0.005428, 0.000000
0.233623, 0.024191, -0.008327, 0.000000
0.237957, 0.028894, -0.011379, 0.000000
0.243117, 0.033266, -0.012720, 0.000000
0.242632, 0.026649, -0.010891, 0.000000
0.243007, 0.026473, -0.012746, 0.000000
0.243607, 0.026869, -0.011563, 0.000000
0.242365, 0.033462, -0.014228, 0.000000
0.234242, 0.035783, -0.013196, 0.000000
0.239828, 0.033061, -0.015760, 0.000000
0.245152, 0.031479, -0.012777, 0.000000
0.241756, 0.031626, -0.013129, 0.000000
0.246392, 0.034260, -0.015835, 0.000000
0.248084, 0.031771, -0.015464, 0.000000
0.247030, 0.031288, -0.014430, 0.000000
0.249177, 0.031062, -0.015339, 0.000000
0.241004, 0.029578, -0.013458, 0.000000
0.238526, 0.029598, -0.012014, 0.000000
0.239731, 0.028600, -0.011897, 0.000000
0.238132, 0.026582, -0.011732, 0.000000
0.239379, 0.030295, -0.012919, 0.000000
0.239370, 0.027895, -0.011241, 0.000000
0.239150, 0.026994, -0.013540, 0.000000
0.237719, 0.024329, -0.009209, 0.000000
0.243473, 0.020191, -0.009619, 0.000000
0.233940, 0.021177, -0.008576, 0.000000
0.235450, 0.020280, -0.008543, 0.000000
0.228183, 0.024767, -0.009486, 0.000000
0.226851, 0.028067, -0.011085, 0.000000
0.228519, 0.030753, -0.009446, 0.000000
0.231192, 0.029083, -0.011829, 0.000000
0.229291, 0.025057, -0.009332, 0.000000
0.232065, 0.023386, -0.009495, 0.000000
0.236163, 0.022890, -0.008976, 0.000000
0.236354, 0.022919, -0.009493, 0.000000
0.234210, 0.024334, -0.011014, 0.000000
0.240676, 0.027692, -0.010003, 0.000000
0.238182, 0.025469, -0.010757, 0.000000
0.231633, 0.028693, -0.012638, 0.000000
0.228568, 0.026635, -0.011340, 0.000000
0.237996, 0.030942, -0.013875, 0.000000
0.237885, 0.028986, -0.011319, 0.000000
0.241039, 0.031558, -0.013600, 0.000000
0.238211, 0.028622, -0.011192, 0.000000
0.234105, 0.031322, -0.012678, 0.000000
0.239241, 0.028837, -0.011746, 0.000000
0.233581, 0.023943, -0.009864, 0.000000
0.234909, 0.024929, -0.009335, 0.000000
